@relation arabicText

@attribute arabicclass {Dialect,MSA}
@attribute text String

@data
Dialect,'ابتسم امام كل الناس لتسرهم و تجبر خواطرهم فتبسمك في وجوههم صدقه'
MSA,'إبتسم أمام كل الناس لتسرهم و تجبر خواطرهم فتبسمك في وجوههم صدقة'
Dialect,'و الله انت حبيبي'
MSA,'و الله أنت حبيبي'
Dialect,'صح فالابتسامه تصنع السعاده'
MSA,'صحيح فالإبتسامة تصنع السعاده'
Dialect,'الابتسامه جميله'
MSA,'الإبتسامة جميلة'
Dialect,'ابتسم بنيه طيبه و فقط'
MSA,'إبتسم بنية طيبة و فقط'
Dialect,'البسمه سر من اسرار الحياة'
MSA,'البسمة سر من أسرار الحياة'
Dialect,'كل سنه وانتم طيبين'
MSA,'كل سنة وأنتم طيبين'
Dialect,'أجمل ابتسامه'
MSA,'أجمل إبتسامة'
Dialect,'الابتسامه كلمه طيبه بغير حروف'
MSA,'الإبتسامة كلمة طيبة بغير حروف'
Dialect,'الابتسامة كلمة بدون حروف'
MSA,'الإبتسامة كلمة بدون حروف'
Dialect,'صحيح الابتسامه لها تعابير كثيره'
MSA,'صحيح الإبتسامه لها تعابير كثيرة'
Dialect,'اضحك تضحكلك الدنيا'
MSA,'إضحك تضحك لك الدنيا'
Dialect,' انا احب هذا الكاتب'
MSA,'أنا أحب هذا الكاتب'
Dialect,'ابتسم و هدي اعصابك'
MSA,'إبتسم و هديء أعصابك'
Dialect,'و خير الابتسامة'
MSA,'و خير الإبتسامة'
Dialect,'روعة الاشياء تبقى روائحها بقى اصحابها ام انصرفوا'
MSA,'روعة الاشياء تبقي روائحها بقي أصحابها أم إنصرفوا'
Dialect,'صدقتي رائعه و معبره الكلام'
MSA,'صدقتي رائعة و معبرة الكلام'
Dialect,'مش عارف ليه بيتحولو و هما الى دورو عليك وكان نفسهم تكون معاهم فى الأول'
MSA,'لا أعرف لماذا يتحولون و هم الذين بحثوا عنك و كان ببالهم أن تكون معهم في الأول'
Dialect,'احلى شىء النهاية الباقية صح كلامك'
MSA,'أجمل شيء النهاية الباقية صح كلامك'
Dialect,'الذي طبعه رائع ما يمكن ان يتغير راح يبقه رائع'
MSA,'الذي طبعه رائع لا يمكن أن يتغير سوف يبقى رائع'
Dialect,'نعم فى البدايه كلهم اروع من الروعة'
MSA,'نعم فى البداية كلهم أروع من الروعة'
Dialect,' بوركت جهودك و سلمت اناملك'
MSA,' بوركت جهودك و سلمت أناملك'
Dialect,'و الله و بالنهاية يكونو رائعون'
MSA,'و الله و بالنهاية يكونوا رائعون'
Dialect,'أحسن شيء العمل الذي يؤدي للاستمرارية'
MSA,'أحسن شيء العمل الذي يؤدي للإستمرارية'
Dialect,'ما فيها شك'
MSA,'ليس فيها شك'
Dialect,' كلام صحيح من شان هيك الدول اللي ما فيها بطالة و المجتمعات المفتوحة بتقل فيها المشاكل النفسية'
MSA,'كلام صحيح لذلك الدول التي لا يوجد فيها بطالة و المجتمعات المفتوحة تقل فيها المشاكل النفسية'
Dialect,'كلمات رائعه و حلوه و لا احلى ان يكونو في النهايه رائعون'
MSA,'كلمات رائعة و حلوة و لا أحلى أن يكونوا في النهاية رائعون'
Dialect,'كلمات حلوه'
MSA,'كلمات جميلة'
Dialect,'صح كلامك و أحلى حكمة و محد يبقى للنهاية رغم اتفاق الطرفين'
MSA,'صح كلامك و أحلى حكمة و لا أحد يبقى للنهاية رغم إتفاق الطرفين'
Dialect,'اروع صفحة'
MSA,'أروع صفحة'
Dialect,'كلام ما في جدل'
MSA,'كلام ليس فيه جدل'
Dialect,'الكلام في البدايه بكون حلو لاكن من يبقي خير'
MSA,'الكلام في البداية يكون جميل لكن من يبقى خير'
Dialect,'سعادتنا تكون بحسن الاستمتاع بالأشياء التي نحصل، عليها كما تكون بحسن الاستغناء عن الأشياء التي نُحرم منها'
MSA,'سعادتنا تكون بحسن الإستمتاع بالأشياء التي نحصل، عليها كما تكون بحسن الإستغناء عن الأشياء التي نُحرم منها'
Dialect,'يسعد صباحك بذكر الرحمان'
MSA,'يسعد صباحك بذكر الرحمن'
Dialect,'املأ رئتيك بعبق السماء مع ولادة صباح جديد تهتز له الحياة و تحتفل .. أيقظ عقلك بالنور .. و ابعث همتك حية متوثبة ، لتطوي نهارك في فرح'
MSA,'إملأ رئتيك بعبق السماء مع ولادة صباح جديد تهتز له الحياة و تحتفل .. أيقظ عقلك بالنور .. و ابعث همتك حية متوثبة ، لتطوي نهارك في فرح'
Dialect,'اسال الله في علاه ان يحفظكم بما يحفظ به عباده الصالحون'
MSA,'أسأل الله في علاه أن يحفظكم بما يحفظ به عباده الصالحون'
Dialect,'يا جماعه دعواتكم لاهل سوريا فهم في اشد الحاجه لدعائنا لنرفع اكفنا لرب الكون ان يحميهم و يحمي كل امة محمد لا تنسوهم من دعائكم و المال الذي وهبكم الله فيا بني ادم يوما لك ويوما عليك و كما تدين تدان'
MSA,'يا جماعة دعواتكم لأهل سوريا فهم في أشد الحاجة لدعائنا لنرفع أكفنا لرب الكون أن يحميهم و يحمي كل أمة محمد لا تنسوهم من دعائكم و المال الذي وهبكم الله فيا بني آدم يوم لك ويوم عليك و كما تدين تدان'
Dialect,'صباح هادئ و انفاس تحمل تفاؤل و يقين بان كل ما سيكتبه أللہ لنا في كل يوم خير أصبحنا و أصبح الملك لله'
MSA,'صباح هادئ و أنفاس تحمل تفاؤل و يقين بان كل ما سيكتبه اللہ لنا في كل يوم خير أصبحنا و أصبح الملك لله'
Dialect,'صباحكم تفائل'
MSA,'صباحكم تفاؤل'
Dialect,'الله يعطيك الصحه و العافيه'
MSA,'الله يعطيك الصحة و العافية'
Dialect,'الله ما يحرمنا من كلماتك الحلوة يا شيخنا'
MSA,'الله لا يحرمنا من كلماتك الحلوة يا شيخنا'
Dialect,'اسعد الله صباحكم علامتنا بالخيرات'
MSA,'أسعد الله صباحكم علامتنا بالخيرات'
Dialect,'احيانا الوحده تزيل بعضا من ألهموم ..'
MSA,'أحيانا الوحدة تزيل بعضا من الهموم ..'
Dialect,'دائماً تبعث النشاط  و الحيوية في النفوس مع  كل  صباح اسعد  الله  صباحك'
MSA,'دائماً تبعث النشاط  و الحيوية في النفوس مع  كل  صباح أسعد  الله  صباحك'
Dialect,'اللهم اغفر له و وسع لك رحمتك له و اصلح له ذريته'
MSA,'اللهمإاغفر له و وسع لك رحمتك له و اصلح له ذريته'
Dialect,'لست الأفضل و لكن لي أسلوبي سأظل دائماً اتقبل رأي الناقد و الحاسد '
MSA,'لست الأفضل و لكن لي أسلوبي سأظل دائماًأاتقبل رأي الناقد و الحاسد '
Dialect,'فالأول يصحح مساري و الثاني يزيد من أصراري'
MSA,'فالأول يصحح مساري و الثاني يزيد من إصراري'
Dialect,'لا طبعا التقرب الى الله هو خير علاج للحالات النفسية'
MSA,'لا طبعا التقرب إلى الله هو خير علاج للحالات النفسية'
Dialect,'نسمات انتعاش الفجر رحمات يظفر بها اهل النور التام الذين توسعت صدورهم بانشراح جماعة الفجر و حيوية صبح يتنفس منتشيا و مرحبا بكل مبادر للخير'
MSA,'نسمات إنتعاش الفجر رحمات يظفر بها أهل النور التام الذين توسعت صدورهم بإنشراح جماعة الفجر و حيوية صبح يتنفس منتشيا و مرحبا بكل مبادر للخير'
Dialect,'صباحكم سعاده'
MSA,'صباحكم سعادة'
Dialect,'كلامك يشعرني بالتفاؤل ... و يمدني بالقوة و الاستمرار'
MSA,'كلامك يشعرني بالتفاؤل ... و يمدني بالقوة و الإستمرار'
Dialect,'الحمد لله اصبح على وجهك المشرق كل يوم'
MSA,'الحمد لله أصبح على وجهك المشرق كل يوم'
Dialect,'الحمد لله ع السلامه'
MSA,'الحمد لله على السلامة'
Dialect,'لو أغلقت الأبواب في وجهك ، وأظلمت الدنيا، و خنقتك الدموع ، و ضاقت بك الأرض ، استحضر معنى اسم الله الفتاح القادر سبحانه قادر على فتح ما انغلق من أمرك'
MSA,'لو أغلقت الأبواب في وجهك ، وأظلمت الدنيا، و خنقتك الدموع ، و ضاقت بك الأرض ، إستحضر معنى اسم الله الفتاح القادر سبحانه قادر على فتح ما إنغلق من أمرك'
Dialect,'صبأحكم امل مشرق و عطا متجدد كمأ شروق الشمس'
MSA,'صباحكم أمل مشرق و عطاء متجدد كما شروق الشمس'
Dialect,'البسك الله ثوب الصحه و العافيه صباحك ورد'
MSA,'البسك الله ثوب الصحة و العافية صباحك ورد'
Dialect,'صباح الاماني المحققه باذن الله'
MSA,'صباح الأماني المحققة باذن الله'
Dialect,'صباح الخير لك ياشيخ ... لكم كلماتك دائما تشعرني بالامان و السكينة و الرضي بما كتب الله'
MSA,'صباح الخير لك ياشيخ ... لكم كلماتك دائما تشعرني بالأمان و السكينة و الرضى بما كتب الله'
Dialect,'يسعد اوقاتك'
MSA,'يسعد أوقاتك'
Dialect,'صباح الخير و الاشراق و الامل'
MSA,'صباح الخير و الإشراق و الأمل'
Dialect,'و بلبل شادى بفنه'
MSA,'و بلبل شادي بفنه'
Dialect,'و ريحة الياسمين و الحنة'
MSA,'و رائحة الياسمين و الحنة'
Dialect,'اقولها لكل احبابي'
MSA,'أقولها لكل أحبابي'
Dialect,'صبحكم الله يأهل الطيب بالخير ... و يسعد ضحاكم و الظهر و العشية'
MSA,'صبحكم الله يا أهل الطيب بالخير ... و يسعد ضحاكم و الظهر و العشية'
